,jobTitle,meanPay,Range,company
5025,Contracts Administrator,"$65,911/yr",Range: $63K - $68K,bloomberg
5026,Senior Storage Engineer,"$141,866/yr",Range: $136K - $149K,bloomberg
5027,Experienced Visual Designer,"$109,637/yr",Range: $106K - $115K,bloomberg
5029,User Experience Specialist,"$106,102/yr",Range: $102K - $110K,bloomberg
5030,Account Executive,"$78,622/yr",Range: $46K - $164K,salesforce
5031,Member of Technical Staff,"$127,699/yr",Range: $90K - $166K,salesforce
5032,Senior Member of Technical Staff,"$147,115/yr",Range: $120K - $189K,salesforce
5033,Software Engineer,"$127,066/yr",Range: $69K - $181K,salesforce
5034,Senior Account Executive,"$118,779/yr",Range: $51K - $171K,salesforce
5035,Associate Member of Technical Staff,"$115,363/yr",Range: $69K - $131K,salesforce
5036,Senior Software Engineer,"$142,653/yr",Range: $81K - $179K,salesforce
5037,Lead Member of Technical Staff,"$173,392/yr",Range: $122K - $203K,salesforce
5038,QA Engineer,"$121,817/yr",Range: $93K - $135K,salesforce
5040,Director,"$189,021/yr",Range: $123K - $244K,salesforce
5041,Business Development Representative,"$54,303/yr",Range: $44K - $77K,salesforce
5042,"Member of Technical Staff, QE","$124,347/yr",Range: $114K - $139K,salesforce
5044,Senior Manager,"$166,379/yr",Range: $108K - $194K,salesforce
5045,Product Manager,"$130,104/yr",Range: $90K - $194K,salesforce
5046,Enterprise Account Executive,"$122,741/yr",Range: $75K - $162K,salesforce
5047,Senior Member Technical Staff Quality Engineering,"$137,097/yr",Range: $130K - $160K,salesforce
5048,Senior Director,"$222,212/yr",Range: $183K - $261K,salesforce
5049,Senior Product Manager,"$167,307/yr",Range: $125K - $186K,salesforce
5050,Principal Member of Technical Staff,"$199,080/yr",Range: $158K - $223K,salesforce
5051,Member of Technical Staff (Software Engineer),"$122,849/yr",Range: $117K - $140K,salesforce
5052,Strategic Account Executive,"$134,597/yr",Range: $59K - $166K,salesforce
5053,SMTS Software Engineer,"$145,789/yr",Range: $116K - $179K,salesforce
5056,Strategic Account Manager,"$141,149/yr",Range: $108K - $162K,salesforce
5057,Sales Representative,"$55,125/yr",Range: $33K - $162K,salesforce
5058,Lead Software Engineer,"$176,777/yr",Range: $158K - $200K,salesforce
5059,Program Manager,"$128,387/yr",Range: $91K - $152K,salesforce
5060,Executive Assistant,"$94,800/yr",Range: $73K - $109K,salesforce
5061,Software Development Engineer,"$116,595/yr",Range: $106K - $141K,salesforce
5062,Solutions Engineer,"$105,030/yr",Range: $90K - $152K,salesforce
5063,Commercial Account Executive,"$106,378/yr",Range: $76K - $134K,salesforce
5064,Sales Development Representative,"$52,521/yr",Range: $44K - $63K,salesforce
5065,Senior Sales Engineer,"$121,748/yr",Range: $98K - $133K,salesforce
5066,Senior Solutions Engineer,"$122,961/yr",Range: $102K - $160K,salesforce
5067,Manager,"$121,409/yr",Range: $86K - $170K,salesforce
5068,Software Engineer (Senior Member of Technical Staff),"$141,738/yr",Range: $134K - $159K,salesforce
5069,Senior Program Manager,"$151,118/yr",Range: $103K - $218K,salesforce
5070,Product Marketing Manager,"$136,133/yr",Range: $98K - $169K,salesforce
5071,Member of Technical Staff - Quality Engineer,"$122,435/yr",Range: $117K - $131K,salesforce
5072,Senior Financial Analyst,"$110,045/yr",Range: $82K - $128K,salesforce
5073,Customer Success Manager,"$131,783/yr",Range: $74K - $191K,salesforce
5074,Solution Architect,"$140,154/yr",Range: $108K - $174K,salesforce
5075,SMB Account Executive,"$65,163/yr",Range: $50K - $75K,salesforce
5076,Senior Systems Engineer,"$147,043/yr",Range: $134K - $162K,salesforce
5077,Vice President,"$235,234/yr",Range: $162K - $303K,salesforce
5078,Software QA Engineer,"$119,034/yr",Range: $90K - $141K,salesforce
5079,Director of Product Management,"$189,470/yr",Range: $171K - $222K,salesforce
5080,"Director, Product Management","$184,188/yr",Range: $157K - $234K,salesforce
5081,Sales Engineer,"$114,667/yr",Range: $80K - $144K,salesforce
5082,Principal Software Engineer,"$206,915/yr",Range: $178K - $222K,salesforce
5083,"Senior Member of Technical Staff, Quality Engineering","$137,253/yr",Range: $122K - $179K,salesforce
5084,Senior Business Analyst,"$99,994/yr",Range: $87K - $125K,salesforce
5085,Business Analyst,"$83,566/yr",Range: $57K - $114K,salesforce
5086,Director of Engineering,"$203,164/yr",Range: $171K - $245K,salesforce
5087,CA,"$123,791/yr",Range: $66K - $206K,salesforce
5088,Finance Manager,"$134,595/yr",Range: $126K - $147K,salesforce
5089,Software Engineer (Member of Technical Staff),"$117,606/yr",Range: $79K - $128K,salesforce
5090,Marketing Manager,"$121,935/yr",Range: $72K - $179K,salesforce
5092,Senior Member of Technical Staff (Software Engineer),"$153,662/yr",Range: $140K - $167K,salesforce
5093,Lead Sales Engineer,"$132,649/yr",Range: $113K - $144K,salesforce
5094,Senior Technical Consultant,"$125,402/yr",Range: $88K - $201K,salesforce
5095,California,"$164,469/yr",Range: $96K - $216K,salesforce
5096,Principal Sales Engineer,"$151,719/yr",Range: $145K - $171K,salesforce
5097,Senior QA Engineer,"$136,913/yr",Range: $113K - $147K,salesforce
5098,Senior Analyst,"$105,815/yr",Range: $86K - $129K,salesforce
5099,Senior Consultant,"$121,662/yr",Range: $110K - $142K,salesforce
5100,Performance Engineer,"$132,401/yr",Range: $117K - $151K,salesforce
5101,Senior Technical Writer,"$121,258/yr",Range: $110K - $140K,salesforce
5102,Vice President Sales,"$191,580/yr",Range: $107K - $285K,salesforce
5103,Senior Product Marketing Manager,"$164,152/yr",Range: $145K - $195K,salesforce
5104,"Associate Member of Technical Staff, Quality Engineer","$113,420/yr",Range: $110K - $119K,salesforce
5105,BDR,"$54,592/yr",Range: $45K - $78K,salesforce
5106,Sales,"$95,509/yr",Range: $50K - $163K,salesforce
5107,Analyst,"$87,643/yr",Range: $58K - $102K,salesforce
5108,Associate Software Engineer,"$121,536/yr",Range: $65K - $132K,salesforce
5109,Sales Executive,"$109,428/yr",Range: $100K - $160K,salesforce
5110,Technical Architect,"$132,876/yr",Range: $124K - $171K,salesforce
5111,Associate Member of Technical Staff (Software Development Engineer),"$116,595/yr",Range: $105K - $130K,salesforce
5112,Data Scientist,"$143,192/yr",Range: $117K - $172K,salesforce
5113,"Senior Director, Product Management","$244,797/yr",Range: $216K - $271K,salesforce
5114,Senior Solutions Architect,"$167,456/yr",Range: $113K - $187K,salesforce
5115,Senior Strategic Account Manager,"$144,008/yr",Range: $134K - $170K,salesforce
5116,Engineer,"$117,512/yr",Range: $106K - $153K,salesforce
5117,"Senior Director, Software Engineering","$243,278/yr",Range: $231K - $267K,salesforce
5118,Technical Program Manager,"$155,412/yr",Range: $135K - $219K,salesforce
5119,Software Engineering Manager,"$154,984/yr",Range: $141K - $181K,salesforce
5120,Project Manager,"$91,817/yr",Range: $50K - $150K,salesforce
5121,Senior Marketing Manager,"$147,895/yr",Range: $113K - $176K,salesforce
5122,Lead Member of Technical Staff Software Engineer,"$161,188/yr",Range: $150K - $213K,salesforce
5123,Senior Member of Technical Staff (Staff Software Engineer),"$151,406/yr",Range: $137K - $179K,salesforce
5124,Senior Strategic Account Executive,"$143,816/yr",Range: $125K - $173K,salesforce
5125,Enterprise Business Representative,"$58,945/yr",Range: $54K - $72K,salesforce
5126,"Vice President, Product Management","$247,602/yr",Range: $198K - $296K,salesforce
5127,Sales Manager,"$154,801/yr",Range: $99K - $165K,salesforce
5128,Financial Analyst,"$89,581/yr",Range: $81K - $97K,salesforce
5129,User Experience Designer,"$101,560/yr",Range: $77K - $175K,salesforce
5130,Customer Success Director,"$192,536/yr",Range: $158K - $223K,salesforce
5131,Campaign Manager,"$89,206/yr",Range: $74K - $108K,salesforce
5132,"Senior Member of Technical Staff, QA","$133,868/yr",Range: $122K - $147K,salesforce
5133,Senior Network Engineer,"$149,629/yr",Range: $114K - $154K,salesforce
5134,Senior Quality Engineer,"$139,542/yr",Range: $131K - $149K,salesforce
5135,Consultant,"$100,207/yr",Range: $59K - $105K,salesforce
5136,Mid Market Account Executive,"$81,160/yr",Range: $79K - $84K,salesforce
5137,Interaction Designer,"$124,702/yr",Range: $112K - $131K,salesforce
5138,Principal Consultant,"$139,897/yr",Range: $132K - $153K,salesforce
5139,Sales Account Executive,"$80,753/yr",Range: $40K - $117K,salesforce
5140,Senior Product Designer,"$157,776/yr",Range: $121K - $172K,salesforce
5141,Principal Solutions Engineer,"$164,747/yr",Range: $157K - $180K,salesforce
5142,Senior User Experience Designer,"$142,210/yr",Range: $91K - $173K,salesforce
5143,IT Manager,"$126,187/yr",Range: $110K - $157K,salesforce
5144,Associate QA Engineer,"$114,992/yr",Range: $105K - $124K,salesforce
5145,Software Architect,"$244,299/yr",Range: $149K - $266K,salesforce
5147,Enterprise Account Manager,"$108,940/yr",Range: $101K - $132K,salesforce
5148,Vice President Engineering,"$307,829/yr",Range: $231K - $349K,salesforce
5149,"Vice President, Enterprise Sales","$223,208/yr",Range: $188K - $258K,salesforce
5150,Developer,"$72,289/yr",Range: $58K - $89K,salesforce
5151,Corporate Account Executive,"$82,389/yr",Range: $41K - $124K,salesforce
5152,Lead Technical Writer,"$151,340/yr",Range: $147K - $163K,salesforce
5153,Lead Member of Technical Staff Software Development,"$168,098/yr",Range: $156K - $182K,salesforce
5154,Program Architect,"$163,273/yr",Range: $147K - $181K,salesforce
5155,Lead Member of the Technical Staff,"$175,746/yr",Range: $168K - $196K,salesforce
5156,MTS1 Software Engineer,"$124,186/yr",Range: $92K - $167K,salesforce
5157,"Member of Technical Staff, Senior Quality Engineer","$133,581/yr",Range: $125K - $151K,salesforce
5158,"Director, Marketing","$184,356/yr",Range: $141K - $202K,salesforce
5159,Account Executive - Small/Medium Business (SMB),"$71,581/yr",Range: $56K - $153K,salesforce
5160,Regional Vice President,"$183,554/yr",Range: $136K - $222K,salesforce
5161,"Director, Financial Management","$138,641/yr",Range: $129K - $167K,salesforce
5162,User Experience Researcher,"$97,116/yr",Range: $76K - $192K,salesforce
5163,Senior Software Engineering Manager,"$183,451/yr",Range: $159K - $216K,salesforce
5164,Product Designer,"$134,941/yr",Range: $130K - $148K,salesforce
5165,Business Operations Manager,"$132,482/yr",Range: $101K - $161K,salesforce
5166,Lead User Experience Designer,"$148,561/yr",Range: $137K - $185K,salesforce
5167,Lead Network Engineer,"$172,958/yr",Range: $163K - $202K,salesforce
5168,Senior Project Manager,"$159,503/yr",Range: $111K - $216K,salesforce
5169,Recruiter,"$83,728/yr",Range: $42K - $118K,salesforce
5170,Technical Support Engineer,"$70,481/yr",Range: $42K - $101K,salesforce
5171,Senior Engineering Manager,"$195,639/yr",Range: $173K - $207K,salesforce
5172,Associate Performance Engineer,"$116,640/yr",Range: $111K - $119K,salesforce
5173,"Senior Director, Product Marketing","$225,718/yr",Range: $173K - $261K,salesforce
5174,Technical Business Analyst,"$88,986/yr",Range: $71K - $106K,salesforce
5175,Senior Recruiter,"$134,198/yr",Range: $108K - $141K,salesforce
5176,Senior Consulting Software Engineer,"$117,764/yr",Range: $101K - $136K,salesforce
5177,Network Engineer,"$117,265/yr",Range: $98K - $165K,salesforce
5178,Member of Technical Staff QE,"$121,204/yr",Range: $117K - $123K,salesforce
5179,Lead Member of Technical Staff Quality Engineering,"$156,573/yr",Range: $153K - $160K,salesforce
5180,Sales Recruiter,"$109,482/yr",Range: $43K - $147K,salesforce
5181,Smts,"$145,574/yr",Range: $131K - $156K,salesforce
5182,Operations Manager,"$132,099/yr",Range: $106K - $163K,salesforce
5183,"Director, Engagement Management","$192,969/yr",Range: $178K - $203K,salesforce
5184,Site Reliability Engineer,"$128,930/yr",Range: $74K - $156K,salesforce
5185,"Director, Healthcare Consulting","$129,648/yr",Range: $118K - $133K,salesforce
5187,Technical Writer,"$101,656/yr",Range: $73K - $107K,salesforce
5188,Member of Technical Staff (Quality Assurance),"$121,710/yr",Range: $116K - $123K,salesforce
5189,Senior Solution Engineer,"$120,763/yr",Range: $79K - $144K,salesforce
5190,Small Business Account Executive,"$55,584/yr",Range: $52K - $72K,salesforce
5191,Technical Solution Architect,"$146,983/yr",Range: $138K - $157K,salesforce
5192,Associate Member of Technical Staff (Quality Engineer),"$117,516/yr",Range: $98K - $136K,salesforce
5193,Corporate Counsel,"$140,644/yr",Range: $107K - $203K,salesforce
5194,"Director, Software Engineering","$215,194/yr",Range: $196K - $235K,salesforce
5195,Systems Specialist,"$87,759/yr",Range: $76K - $111K,salesforce
5196,Recruiting Manager,"$151,013/yr",Range: $53K - $173K,salesforce
5197,Technical Account Manager,"$118,743/yr",Range: $97K - $153K,salesforce
5198,Senior Director Marketing,"$209,769/yr",Range: $204K - $254K,salesforce
5199,Information Security Director,"$167,496/yr",Range: $157K - $199K,salesforce
5200,Marketing Specialist,"$70,219/yr",Range: $54K - $87K,salesforce
5201,Salesforce Administrator,"$81,114/yr",Range: $60K - $126K,salesforce
5202,Senior Technical Recruiter,"$130,971/yr",Range: $106K - $146K,salesforce
5203,Recruiting Coordinator,"$53,731/yr",Range: $51K - $70K,salesforce
5204,Technical Support Manager,"$120,249/yr",Range: $91K - $164K,salesforce
5205,Advertising Account Executive,"$67,033/yr",Range: $63K - $74K,salesforce
5206,Senior Developer Support Engineer,"$121,442/yr",Range: $108K - $124K,salesforce
5207,Operations Analyst,"$62,159/yr",Range: $54K - $66K,salesforce
5208,Senior Accountant,"$92,059/yr",Range: $78K - $95K,salesforce
5209,"SMTS, Quality Engineer","$150,573/yr",Range: $134K - $156K,salesforce
5210,AMTS Software Engineer,"$127,387/yr",Range: $75K - $130K,salesforce
5211,Client Advocate,"$52,528/yr",Range: $45K - $85K,salesforce
5212,Technical Consultant,"$114,447/yr",Range: $103K - $129K,salesforce
5213,Associate Member of Technical Staff (Software Quality Engineer),"$116,595/yr",Range: $115K - $117K,salesforce
5214,Business Development Manager,"$101,448/yr",Range: $66K - $172K,salesforce
5215,Business Development Representative Apprentice,"$54,237/yr",Range: $52K - $60K,salesforce
5217,Senior Technical Architect,"$157,566/yr",Range: $135K - $168K,salesforce
5219,Senior Data Engineer,"$150,641/yr",Range: $140K - $183K,salesforce
5220,Software Development Manager,"$168,027/yr",Range: $152K - $192K,salesforce
5221,Oracle Database Administrator,"$127,699/yr",Range: $74K - $152K,salesforce
5222,Associate Product Security Engineer,"$116,595/yr",Range: $115K - $117K,salesforce
5223,Associate Member of Technical Staff (IT Quality Engineer),"$111,157/yr",Range: $106K - $125K,salesforce
5224,Marketing Consultant,"$98,903/yr",Range: $71K - $103K,salesforce
5225,Software Engineer In Quality,"$110,989/yr",Range: $106K - $114K,salesforce
5226,Sales Strategy Manager,"$141,866/yr",Range: $134K - $146K,salesforce
5227,Administrative Assistant,"$61,217/yr",Range: $46K - $80K,salesforce
5228,Senior USer Researcher,"$143,338/yr",Range: $123K - $156K,salesforce
5229,"Director, Technical Program Management","$215,894/yr",Range: $203K - $243K,salesforce
5230,Deployment Specialist,"$53,906/yr",Range: $44K - $70K,salesforce
5231,Senior Business Systems Analyst,"$101,836/yr",Range: $90K - $118K,salesforce
5232,Business Operations Analyst,"$76,209/yr",Range: $72K - $89K,salesforce
5233,Data Analyst,"$87,274/yr",Range: $56K - $99K,salesforce
5234,Senior Director Engineering,"$219,786/yr",Range: $199K - $237K,salesforce
5235,Security Engineer,"$133,657/yr",Range: $109K - $144K,salesforce
5236,Product Security Engineer,"$135,806/yr",Range: $108K - $147K,salesforce
5237,Account Manager,"$81,298/yr",Range: $39K - $113K,salesforce
5238,Senior UI Engineer,"$124,310/yr",Range: $97K - $146K,salesforce
5239,Systems Engineer,"$104,660/yr",Range: $103K - $182K,salesforce
5240,Accounts Executive,"$80,758/yr",Range: $77K - $105K,salesforce
5241,Associate Consultant,"$72,178/yr",Range: $54K - $77K,salesforce
5243,Architect,"$212,754/yr",Range: $105K - $260K,salesforce
5244,Associate Product Manager,"$76,196/yr",Range: $72K - $132K,salesforce
5245,Senior Infrastructure Engineer,"$141,866/yr",Range: $119K - $165K,salesforce
5246,Software Engineer In Test,"$119,408/yr",Range: $51K - $134K,salesforce
5247,Software Development Engineer In Test,"$125,482/yr",Range: $109K - $133K,salesforce
5248,Customer Success Specialist,"$72,244/yr",Range: $71K - $94K,salesforce
5249,Technology Architect,"$117,911/yr",Range: $110K - $134K,salesforce
5250,"Vice President, Marketing","$253,356/yr",Range: $138K - $275K,salesforce
5251,Staff Accountant,"$68,229/yr",Range: $62K - $72K,salesforce
5252,Sales Operations Manager,"$103,669/yr",Range: $79K - $122K,salesforce
5253,RVP Sales,"$168,858/yr",Range: $125K - $229K,salesforce
5254,Senior Front-End Engineer,"$106,575/yr",Range: $70K - $138K,salesforce
5255,Vice President Product Management,"$313,058/yr",Range: $252K - $320K,salesforce
5256,Senior Technical Support Engineer,"$100,778/yr",Range: $93K - $109K,salesforce
5257,RVP,"$215,622/yr",Range: $169K - $240K,salesforce
5258,"Member of Technical Staff, Chatter Services","$119,403/yr",Range: $118K - $142K,salesforce
5259,Temporary,"$40,273/yr",Range: $39K - $45K,salesforce
5260,Technical Producer,"$93,190/yr",Range: $81K - $96K,salesforce
5261,Associate Product Marketing Manager,"$98,557/yr",Range: $85K - $105K,salesforce
5262,Area Vice President Sales,"$252,266/yr",Range: $218K - $280K,salesforce
5263,Sales Support Engineer,"$75,479/yr",Range: $73K - $86K,salesforce
5264,Network Operations Center Engineer,"$84,104/yr",Range: $65K - $89K,salesforce
5265,User Interface Designer,"$115,438/yr",Range: $104K - $128K,salesforce
5266,IT Platform Specialist,"$118,100/yr",Range: $115K - $127K,salesforce
5267,Marketing Director,"$161,866/yr",Range: $139K - $198K,salesforce
5268,"Manager, Software Engineering","$140,585/yr",Range: $140K - $165K,salesforce
5270,Senior Sales Executive,"$130,215/yr",Range: $122K - $154K,salesforce
5272,Senior Software Engineer (Web Development),"$129,533/yr",Range: $110K - $158K,salesforce
5273,Associate Program Manager,"$107,030/yr",Range: $96K - $119K,salesforce
5274,Consulting Manager,"$167,905/yr",Range: $153K - $178K,salesforce
5275,Product Owner,"$112,244/yr",Range: $105K - $119K,salesforce
5276,UI Engineer,"$108,883/yr",Range: $98K - $125K,salesforce
5277,Global Account Manager,"$131,844/yr",Range: $109K - $168K,salesforce
5278,Senior Storage Engineer,"$149,053/yr",Range: $119K - $150K,salesforce
5279,Senior Director Product Management,"$208,602/yr",Range: $202K - $221K,salesforce
5280,Quality Engineering Manager,"$173,914/yr",Range: $102K - $181K,salesforce
5281,Category Manager,"$120,857/yr",Range: $116K - $123K,salesforce
5282,Lead Systems Engineer,"$180,017/yr",Range: $156K - $203K,salesforce
5283,Engagement Manager,"$171,663/yr",Range: $155K - $209K,salesforce
5284,Senior Software Development Engineer In Test,"$149,867/yr",Range: $126K - $158K,salesforce
