,date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,company
5679,Tue Jul 17 2018 08:32:53 GMT-0700 (Pacific Daylight Time), Product Manager,"Chicago, IL",Current Employee ,"Energetic, fun, open, and great office/company to work at",I have been working at Expedia Group full-time for more than 3 years,," Fruit, cereal, drinks (incl. cold brew and beer taps) available all-day, every day
- Brand new office with great conference rooms/AV/VTC; also good private work areas, as well as group huddle areas
- Generally a great sense of community here in Chicago; everyone is very nice and helpful
- Many very smart, ex-Orbitz employees are still here, making this an incredibly good place to work because you're always being challenged to be the best
- Fun work events throughout the week (incl. breakfasts, happy hours); all organized and managed by WeWork, who do an incredible job!"," No outdoor space anywhere in the building or office
- Truly global company means some off-hour meetings with Asia/Pacific. To be expected, but sometimes challenging unless you have a flexible work schedule, which many managers allow.","Needs more leadership presence in Chicago office (either full-time, or at least visits)",4.0,5.0,5.0,5.0,4.0,4.0,expedia
5680,Fri Jul 13 2018 15:51:51 GMT-0700 (Pacific Daylight Time), Manager,"Chicago, IL",Current Employee ,Great work environment for those with initiative and curiousity,I have been working at Expedia Group full-time for more than 5 years,,"Enormous company compared to tiny Orbitz. Offers alot of opportunity on technical projects to work on. While the company does have it's various inner circles, it is overall big enough to avoid those if you cross paths with them. Globally diverse locations.","Since the pace is fast, work environment favors those that will seek out and initiate. Not suited for those that always need to be told what to do. Most will appreciate and respond to sincere requests for help if you have already done your homework and taken a few attempts at what you're trying to do. Chicago still has a bit of inferiority complex to Bellevue - it mainly comes from those that don't have that initiative and drive. If you have that - you can pretty much grab responsibility easily.",Clarity on vision and work culture norms - this is clear from Aman but needs to trickle down more. Middle management tries to propogate that but between us and senior management it can sometimes be unclear.,4.0,3.0,5.0,5.0,4.0,4.0,expedia
5681,Fri Jul 13 2018 10:06:50 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Best Culture Ever,I have been working at Expedia Group full-time,,"Expedia has the best company culture I've ever experienced. Work-life balance is respected, diversity & inclusion are effectively promoted, and managers are genuinely interested in career development.

The people are smart and talented and care about doing a good job. There are a lot of company events to get to know other teams.

The technology is very modern for such a large company. The platform is continually being updated and the latest one uses industry standard best practices.","It's a big company, there's a lot of bureaucracy.",Streamline bizops. Move more roles to Chicago!,5.0,5.0,5.0,4.0,5.0,4.0,expedia
5682,Thu Jul 12 2018 10:02:38 GMT-0700 (Pacific Daylight Time), Software Engineer,"Chicago, IL",Current Employee ,A great company for whoever seeking success and achievements,I have been working at Expedia Group full-time for more than a year,," Great working environment (nice conference rooms)
- Various technical areas so people can learn whatever they like
- Flexible working time
- Sufficient resources
- Nice new kitchen areas", We are now on the lower floor,,5.0,5.0,5.0,5.0,5.0,5.0,expedia
5683,Fri Jul 06 2018 23:39:48 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Senior Financial Analyst,I have been working at Expedia Group full-time,1.0,Flexible work environment with ability to WFH,"Uninspiring leadership, poor execution, not a clear vision",Hire top talent,5.0,4.0,3.0,3.0,3.0,3.0,expedia
5684,Tue Jul 24 2018 13:28:55 GMT-0700 (Pacific Daylight Time),,"Seattle, WA","Campaign Manager in Seattle, WA",Great place to start or coast.,I have been working at Expedia Group for more than a year,1.0,Work life balance and hours are fantastic. You won't be worked to the bone like some other tech companies.,"Low uncommunicative pay and raises, promotions are slow, not much innovation or push for change. Not a great place for someone who's eager to learn and grow a career. If you're looking for a place to coast the benefits are pretty good.",,2.0,5.0,5.0,3.0,1.0,2.0,expedia
5685,Tue Jul 24 2018 13:01:13 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Customer Escalations,I have been working at Expedia Group full-time,,It's a great company to work for,Hard to take time off of work,,3.0,2.0,3.0,3.0,2.0,3.0,expedia
5686,Mon Jul 09 2018 13:31:48 GMT-0700 (Pacific Daylight Time),,"Bellevue, WA","Product Manager in Bellevue, WA",Good Life Work balance than the other way around,I have been working at Expedia Group for less than a year,,1) Do your own thing within the projects 2) Meet your own timelines but do meet them once you commit to them 3) Leave early Leave late ; Your call,Open space working can get to you & therefore Spotify!,Commit to a regular cadence to provide visibiltiy to employees.,5.0,5.0,5.0,5.0,5.0,5.0,expedia
5687,Wed Jul 04 2018 08:27:57 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Fun and casual environment yet an aggressively winning team,I have been working at Expedia Group full-time,2.0,"Great culture, work-life balance is respected",New office location in 2020 may not be great for commuting from the Eastside,,4.0,5.0,5.0,4.0,4.0,5.0,expedia
5688,Sat Jun 30 2018 15:19:46 GMT-0700 (Pacific Daylight Time), Senior Security Engineer,"Bellevue, WA",Current Employee ,Senior Security Engineer,I have been working at Expedia Group full-time for more than 5 years,3.0,"Culture is awesome, people around seem motivated and love working here. There is always opportunity to advance quickly in the company.","Weak middle management, most of the managers do not feel empowered and seems scared for their job. High turnover, many people are leaving due to the upcoming move.",Encourage the middle management to practice ownership of problems instead of constantly replacing them. Everybody looses in these scenarios when the chain of command is continuously interrupted and bypassed.,4.0,1.0,4.0,4.0,3.0,2.0,expedia
5689,Tue Jul 17 2018 22:48:36 GMT-0700 (Pacific Daylight Time),,"Bellevue, WA",Current Employee ,Market Operations,I have been working at Expedia Group full-time for more than 3 years,,Work and life balance. Easy job.,Too many changes. People are not really brilliant,,3.0,5.0,3.0,2.0,3.0,2.0,expedia
5690,Mon Jul 16 2018 10:14:25 GMT-0700 (Pacific Daylight Time), Senior Project Manager,"Bellevue, WA",Former Employee ,Experience depends on which department you're in,I worked at Expedia Group full-time for more than a year,1.0,"Flexibility - Depending on your team, you are able to WFH and flex your schedule","Work Life Balance
Lack of action by HR","I would take a hard look at the teams with extremely high turnover. When a team goes through 20 different FTEs within 2 years, review of the team's management is much needed.",2.0,2.0,3.0,3.0,5.0,2.0,expedia
5691,Thu Jun 28 2018 08:29:03 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Expedia Group rocks!,I have been working at Expedia Group full-time,1.0,"Great place to work, motivated people and great benefits!",Nothing negative to share 'negative!,,5.0,5.0,5.0,5.0,5.0,5.0,expedia
5692,Wed Jun 27 2018 20:49:09 GMT-0700 (Pacific Daylight Time),,, ,Good place to work,I have been working at Expedia Group,,"Lots of learning opportunity, good people, fast-paced environment, varied tasks on any given day, good travel perks.","Can be hectic and unorganized, hard to be promoted.",,4.0,4.0,4.0,3.0,4.0,4.0,expedia
5693,Sun Jun 24 2018 17:00:35 GMT-0700 (Pacific Daylight Time), Market Manager,"Tampa, FL",Current Employee ,Great culture and benefits,I have been working at Expedia Group full-time for more than 3 years,,"Flexible work environment, great culture, amazing benefits",Cross departmental transfers are non existent.,Promote internally before taking people externally,5.0,5.0,5.0,4.0,4.0,3.0,expedia
5694,Wed Jun 20 2018 09:39:11 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Review,I have been working at Expedia Group full-time,,"Tech oriented, good peers & work-life balance","Depending on the team, work can be slower",,4.0,,,,,,expedia
5695,Tue Jun 19 2018 13:47:52 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Great Company!,I worked at Expedia Group full-time,,"Great company culture, relaxed but hardworking, cutting-edge, care about your personal growth, lots of support.",Your experience is strongly influenced by your manager,,5.0,,,,,,expedia
5696,Tue Jun 19 2018 14:46:09 GMT-0700 (Pacific Daylight Time),,"Springfield, MO",Former Employee ,Hotel System Delivery Specialist,I worked at Expedia Group full-time for more than a year,,"Great Benefits, offer about 3 months for paternity leave. Offer fitness and travel reimbursements.","Management can very widely from group to group and even in same department, what maybe true for one team can be drastically different for your team.",Your employ centric and that is amazing keep it up! Have consistent rules in place for all group. Make sure that meeting time is productive time and not just there to make leadership look busy.,4.0,4.0,5.0,4.0,4.0,3.0,expedia
5697,Tue Jun 12 2018 09:40:45 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Review for Expedia,I have been working at Expedia Group full-time,1.0," Work on interesting technologies and product as long as you find the right team
- Work Life balance
- Commute (at least while HQ is in Bellevue)", Career Growth in US location is very slow as compared to India office,,4.0,4.0,2.0,2.0,3.0,3.0,expedia
5698,Thu Jun 07 2018 06:25:34 GMT-0700 (Pacific Daylight Time), Market Associate,"Chicago, IL",Current Employee ,"Great culture, best place to work!",I have been working at Expedia Group full-time for more than a year,,"Expedia is a wonderful company to work for. First and foremost because of the people. The culture is amazing. When you have a great company culture, you have great people and overall a better work environment. Expedia is innovative, fast pace, always changing and striving to have the best experience possible for our customers. We are a technology company, with a focus on being customer-centric and that shows with how Expedia treats its employees.",There are a lot of moving parts. We all rely on each other to get the job done.,,5.0,5.0,5.0,5.0,4.0,5.0,expedia
5699,Wed Jun 06 2018 08:19:22 GMT-0700 (Pacific Daylight Time), Product Manager,"Chicago, IL",Current Employee ,Amazing place to work,I have been working at Expedia Group full-time for less than a year,,"1. The best thing about Expedia is the people you get to work with and it is not just my opinion but everyone I know agrees 
2. The company is very task oriented, and gives employees the flexibility to manage their time with respect to that
3. I have worked with some horrible bosses in the past but I have to say every single leader in this company is amazing. They are very thoughtful, they are always mentoring and giving you guidance to grow, they encourage people to grow through support and teaching which is the way I like to learn","1. We work in a very global environment so there are going to be meetings you take after 5 depending on how your team is structured.
2. Compensation and benefits are really god however they are not as competitive as amazon or other tech giants.",,5.0,5.0,5.0,5.0,4.0,5.0,expedia
5700,Thu May 31 2018 17:36:35 GMT-0700 (Pacific Daylight Time), Associate Market Manager,"Orlando, FL",Former Employee ,Fun and Rewarding Job,I worked at Expedia Group full-time for more than a year,1.0,"Work-Life Balance
Great company values
Amazing coworkers","Pulled in many directions
Politics in office",,5.0,5.0,5.0,5.0,4.0,5.0,expedia
5701,Tue Jun 05 2018 05:15:58 GMT-0700 (Pacific Daylight Time),,"Bellevue, WA",Current Employee ,Awesome Company,I have been working at Expedia Group full-time for more than 3 years,,Best work culture in the US,Avg Salary and below market standards,Increase Salaries as per market standards,4.0,5.0,5.0,4.0,3.0,4.0,expedia
